,Address,catid,Description,Name,Website,Telephone,Category,catId,lat,lng
127,"Bontddu, Barmouth, Gwynedd, LL42 1TH, Wales",Index-101322143514%252c,"Set in 18 acres of private, secluded woodlands within the Snowdonia National Park, overlooking the Mawddach Estuary, often described as one of the most beautiful in Britain.Teaching staff are fully qualified in canoeing, climbing, mountaineering and environmental sciences. Catering: Fully flexible, from home-cooked meals to special dietary needs. Equipment: Plas Caerdeon provides all specialist equipment and clothing. Other facilities include a purpose-built classroom with inter-active whiteboard and data projectors; teaching rooms, small library, computer suite and drying room. A fleet of minibuses provide daily transport for groups.",Plas Caerdeon Outdoor Education Centre,http://www.hope.ac.uk/caerdeon/,+44 01341 430276,Canoeing & Kayaking,12,52.7443978,-4.0023763
128,"Gwynedd, Caernarfon, Gwynedd, LL55 1UE, Wales",Index-101322143514%252c,"Plas Menai is the National Watersports Centre based on the banks of the Menai Strait overlooking the Isle of Angelsey. Owned and operated by Sport Wales, the centre and facilities is set in four acres of landscaped grounds with a large waterfront and dedicated slipway. The Centre is a recognised RYA and BCU training centre and offers technical courses in sailing, windsurfing, powerboating, cruising, kayaking and instructor training. During the summer holidays, Plas Menai runs a variety of youth actvity holidays for children aged between 8-17yrs. The centre also runs adventure activities for families, schools, groups and teambuilding events for corporate customers.The Centre can accommodate up to 100 people in comfortable twin-bedded ensuite rooms in the main complex and in our onsite dormitory style houses and is open throughout the year, (closed during the Christmas period).",Plas Menai,http://www.plasmenai.co.uk,+44 01248 670964,Canoeing & Kayaking,12,53.1414922,-4.273183
129,"Clynnog Fawr, Caernarfon, Gwynedd, LL54 5NS, Wales",Index-101322143514%252c,"Rock Climbing - Instruction of basic climbing techniques on a suitable crag, this activity includes climbs of enjoyable height and difficulty while safety roped. After the climb abseiling down is always great fun! We also try to teach you something of the skills of rope work and the use of modern climbing equipment.Mountaineering Walks - Snowdonia's mountains are very rugged, full of character, and can be a source of adventure. Learn something of their wild side by reaching high into their summits with an experienced guide. You will be rewarded with spectacular scenery if the weather is clear, and if not there is always a taste of that ""Special atmosphere"".Mountain Scrambling - To reach famous summits by interesting and challenging routes must be the most satisfying of all mountain activities. Moving roped or un-roped over high and exposed rocky terrain really does build confidence and always proves very exciting! Among these come such classics as Crib Goch, or the North Ridge of Tryfan, and Bristly Ridge. Very famous, very hairy and very exciting. And yet quite within your grasp with us. Navigation Training & Orienteering - For the budding mountaineer or team leader this will prove invaluable. The absolute necessity of knowing where you are by day or nigh, cloud or whiteout, is a must! Learn to find your way around with serious mountain training, or make it educational fun with a leisurely orienteering course, Learn how to read a Map and use a Compass effectively, and we can even show you how to navigate by satellite.",Pathfinder Mountain Activities,http://www.pathfindersnowdonia.co.uk,+44 01286 66020,Canoeing & Kayaking,12,53.0159135,-4.3626936
130,"/1 Goronwy Street, Gerlan, Bethesda, Gwynedd, LL57 3TS, Wales",Index-101322143514%252c,"Sea 2 Summit offers a range of personalised courses for novices and experts alike in Rock Climbing, Kayaking, Mountain Walking & Coasteering. We provide private courses tailored to your needs or open courses on set dates. Bookings can be made by individuals or small groups; we also cater for school groups providing an education programme. Based in the heart of Snowdonia, North Wales, there is no better location, with easily accessible scrambles, world renowned cliff faces and beautiful scenery.",Sea 2 Summit,http://www.sea2summit.net,+44 01248 60130,Canoeing & Kayaking,12,53.176414,-4.047675
131,"3 - 4 Bath Place, Aberdyfi, Aberdovey, Gwynedd, LL35 0LN, Wales",Index-101322143514%252c,"Nothing beats the thrill of mountain-biking down some of the UK's most famous mountain bike trails. And virtually nothing beats canyoning down some of Wales best kept secret rivers. Very little beats a multi-activity day of climbing, walking, canoeing, surfing and raft-building. Top this off by camping on a Welsh cliff top watching the sun going down over the spectacular Cardigan Bay whilst enjoying a barbecue.Adventure Camps is one of the UK's leading specialist outdoor centres with some of the finest outdoor terrain on its doorstep in the magnificent Snowdonia National Park, Wales. Adventure Camps; Safety, Adventure, Enjoyment, Learning, Challenge… Adventure Camps provide a range of quality, value for money courses such as; Adventure Weekends: Get away from it all and reinvigorate yourself and your group of friends; a great way to celebrate events of all types.  Orgainising a stag/hen weekend or day? Call our office on (01654) 767024 or 07960584861 for competitive prices. We can help you with accommodation and a great programme. Adventure Family: Get out and discover the great outdoors, spend time with your family, learn new skills and challenge yourselves with adventurous activities. Adventure Weeks: Designed to promote teamwork and leadership skills. Develops a healthier lifestyle and improves fitness, ideal for youth groups, cadet groups, scouts, guides and explorers.Adventure Business: Corporate adventure packages for fun, team development and conferencing. Adventure Schools: Course’s designed for you to meet your aims and objectives. The use of the outdoors makes a major contribution to physical and environmental education and enhances many other curriculum areas. It contributes to personal growth and social awareness and develops skills for life and the working world.",Adventure Camps,http://www.adventurecamps.co.uk,+44 01654 767024,Canoeing & Kayaking,12,52.5442508,-4.040504
132,"Llwyngwril, Gwynedd, Barmouth, Gwynedd, LL37 2QB, Wales",Index-101322143514%252c,"Ty Gwyn Outdoor Centres offers a wide range of residential and non-residential outdoor activities courses for all. We operate a range of activities and include canoeing, sailing, kayaking, climbing, abseiling, sailing, raft building, mountain walking, orienteering and mountain biking.In addition, we are able to offer skills based courses in mountain navigation, expeditioning, rock climbing and the Single Pitch Award, OTC mountain bike courses, sailing kayaking and canoeing.During the holidays we have activity days on offer to come and try out a sport, or if a group would like to book in for a day of fun, this is also possible.If you wish to have a group residential course, then Ty Gwyn can comfortably accommodate 30. All food can be provided and is good quality and freshly cooked.",Canolfan Ty Gwyn,,,Canoeing & Kayaking,12,52.662732,-4.0867612
133,"Llanuwchllyn, Y Bala, Bala, Gwynedd, LL23 7ST, Wales",Index-101322143514%252c,"Gwersyll yr Urdd Glan-llyn is a multi activity centre situated on the shores of Llyn Tegid, near Y Bala, a mile from the village of Llanuwchllyn in the shadow of the Aran and within Eryri, Snowdonia National Park. It is an ideal location for all types of holidays and activity courses.",Gwersyll yr Urdd Glan-Llyn,http://Urdd.org/glanllyn,+44 01678 541000,Canoeing & Kayaking,12,52.8972141,-3.6088066
134,"Pentre Bach, Waunfawr, Caernarfon, Gwynedd, LL54 7AJ, Wales",Index-101322143514%252c,"Looking for a new experience or want to broaden your current knowledge? We can help provide you with that opportunity, so whether you wish to be guided around the hills, try kayaking, climbing or gorge scrambling we're happy to oblige!",Bach Ventures Ltd,http://bachventures.co.uk,+44 01286 650643,Canoeing & Kayaking,12,53.0984872,-4.1960755
135,"Dinorwic, Caernarfon, Caernarfon, Gwynedd, LL55 3ET, Wales",Index-101322143514%252c,An ex-employee once said 'We Do Everything!' Almost all our activities take place off-site in 'real' adventure venues. This requires a higher skill and qualification level from our instructors but greatly enhances the adventure.,Blue Peris Mountain Centre,http://www.blueperis.co.uk,+44 01286 870853,Canoeing & Kayaking,12,53.125915,-4.1104102
136,"1st Floor, Unit 6, Yr Hafan, Pwllheli, Gwynedd, LL53 5YT, Wales",Index-101322143512%252c,"Based at Pwllheli, we can offer a range of Jet Ski, Powerboat and Motor Cruising courses, theory and practical all performed by RYA Instructors.  Customised training and corporate days are also available.  Our cruising ground includes Anglesey, South Wales coast and Ireland, courses being available all year, weather permitting.",Offshore Sea School,http://www.offshoreseaschool.com,+44 01758 701379,Diving & Swimming,13,52.8897864,-4.4032928
137,"Parc Gwledig Padarn, Llanberis, Caernarfon, Gwynedd, LL55 4TY, Wales",Index-101322143512%252c,"Vivian Slate Quarry was last worked in 1958 and has since filled with water from run off's and it is also believed to be fed from underwater springs which connect it to Lake Padarn itself. Being a slate quarry means clean, clear water with very little sediment.   The Diving Centre is set in a very picturesque location and offers safe, sheltered diving whatever the weather for all levels of diver.Vivian itself ranges from 6 to 18m deep and usually offers great visibility all year round. There is a platform anchored at 6m for training along with various things to see, such as trout, common eels, sunken boats, van, blast hut, house & gnome garden.",Vivian Diving Centre,http://www.divevivian.com,+44 01286 870889,Diving & Swimming,13,53.1205873,-4.1152603
138,"1 Thomas Buildings, New Street, Pwllheli, Gwynedd, LL53 5HH, Wales",Index-101322143512%252c,"Gone Swimming offer a range of wild swimming holidays based in various properties around Snowdonia and North Wales.  From short ""Wet Weekends"" to luxury ""Pleasure of Adventure"" trips - there is something for everyone.Gone Swimming specialises in relaxed holidays that put the emphasis on enjoying swimming rather than covering set distances. There is also quite a lot of emphasis on post-swim tea and cake.The Gone Swimming team are available for one day booking to provide swim guiding and specialist support.Ultimately, each wet weekend is different. On the Friday night, once everybody had arrived - we will sit down and figure out what YOU want to do. Obviously, it's a democratic process, and we cannot please everybody all of the time, but we aim to show you a good variety of the exceptional swims that we have to offer in North Wales.So depending on the groups wishes;- we could be going for long distance swims along beaches or around headlands,- we could be doing adventrous dips and exploring some of the nooks and crannies of the craggy Welsh coastline (probably not all 750 miles of it though)- we could be enjoying the sunshine (yes it does happen in Wales) on sandy beach and playing in the surf- we could be cruising down a river, going with the flow and seeing the world from a different angle, at a different pace- we could be scaling mountains to dip into hidden lakes, or bathe under mountain waterfallsor far more likely, we will be doing a combination of all of them.Wild swimming in Wales does not get much betterThe swims will be tailored to YOUR capabilities, and there is absolutely no pressure for people to be swimming laps of Anglesey. Each swim will be as long or as short as YOU want it to be. We always make sure that we have options at many of the venues we go to.It is a cliche these days, but safety is our number one priority. Dan has spent over a decade of his life working in the area of water safety, and there is simply no way that he will compromise on that. If the Gone Swimming team does not feel that it is safe to take you to a swim, then we will take you somewhere else.This is the huge advantage of having local guides, with local knowledge, and no fixed itinerary or journey to swim. If the wind is howling from one direction, we will be sure to know of some sheltered spots where we can still have a nice swim. Whatever the weather, we will have a few spots up our sleeve, and let's face it - you can only get soaked to the skin, no deeper. You're coming on a wet weekend in Wales - what do you expect?",Gone Swimming,http://www.goneswimming.co.uk,,Diving & Swimming,13,52.8885599,-4.4157881
139,"Y Felinheli, Gwynedd, Y Felinheli, Gwynedd, LL564HQ, Wales",Index-101322143415%252c,RYA accredited sailing & powerboat training centre based on the Menai Strait. We run RYA powerboat courses in our 6m humber rib & sailing courses in our 2 hunter 707 keelboats. Corporate & teambuilding days & sailing taster sessions.,Anglesey Sail and Power,http://www.angleseysailandpower.co.uk,+44 01248 670776,Power Boating,14,53.181052,-4.212695
140,"The Harbour Masters Building, Out Harbour, Pwllheli, Gwynedd, LL53 5AU, Wales",Index-101322143415%252c,"We are a dedicated Powerboat Training School providing training for all levels of ability in a professional, relaxed, atmosphere. RYA courses. State of the art equipment maintained to the highest standards.",Professional Powerboat Training,http://www.professional-powerboat-training.co.uk,+44 01758 612850,Power Boating,14,52.8833073,-4.407988
141,"Gwynedd, Caernarfon, Gwynedd, LL55 1UE, Wales",Index-101322143415%252c,"Plas Menai is the National Watersports Centre based on the banks of the Menai Strait overlooking the Isle of Angelsey. Owned and operated by Sport Wales, the centre and facilities is set in four acres of landscaped grounds with a large waterfront and dedicated slipway. The Centre is a recognised RYA and BCU training centre and offers technical courses in sailing, windsurfing, powerboating, cruising, kayaking and instructor training. During the summer holidays, Plas Menai runs a variety of youth actvity holidays for children aged between 8-17yrs. The centre also runs adventure activities for families, schools, groups and teambuilding events for corporate customers.The Centre can accommodate up to 100 people in comfortable twin-bedded ensuite rooms in the main complex and in our onsite dormitory style houses and is open throughout the year, (closed during the Christmas period).",Plas Menai,http://www.plasmenai.co.uk,+44 01248 670964,Power Boating,14,53.1414922,-4.273183
142,"Gwynedd, Aberdovey, Gwynedd, LL35 0RA, Wales",Index-101322143417%252c,"The Welsh Centre, close to the coastal village of Aberdovey, has spectacular views over the Dyfi estuary. Water activities are based at our specialist wharf facility. Our expeditions and rock climbing are in quiet, remote mountains and sea cliffs close to the centre. Forest cabins are available for overnight expeditions.",Aberdovey Centre,,+44 01654 767464,Rafting,15,52.5446305,-4.0518187
143,"Canolfan Tryweryn, Frongoch, Bala, Gwynedd, LL23 7NU, Wales",Index-101322143417%252c,"The National White Water Centre has over 25 years of experience in providing white water rafting at the best summer white water facility in the UK. The Tryweryn River is a steep and rocky mountain river with fast flowing rapids that carry you down the course on an exhilarating and adrenalin fuelled trip. And, because the Tryweryn is a dam controlled river we very often have water when all other rivers are dry!The National Whitewater Centre offers a variety of sessions ranging from fun family trips along the lower river to fast flowing group sessions on the upper river.Full Session Groups/ Individuals: In the two hours you will get 4 exhilarating and adrenaline fuelled runs down the grade 3/4 mountain river. Taster Session: Not quite sure what to expect? Experience the thrill of white water rafting with 2 runs down in our 14 foot inflatable rafts, lasting just over an hour. The Tryweryn Safari: A family friendly session suitable for children aged 10 years old or over. Tackle rapids, surf waves and bounce off boulders while enjoying breathtaking wild river scenery. Orcas: Two-man inflatable rafts that provide the ultimate thrill for people who are looking for a cross between white water rafting and canoeing. For those wanting a slightly different white water experience, you can leave the raft behind and go canyoning, where you will slide, swim and scramble down the stunning gorge.If you don't fancy the adventure of the river, don't worry: there are riverside walks, cafe and picnic areas which give you the opportunity to take in the splendour of the surroundings. We are situated in the heart of Snowdonia National Park, and the breathtaking scenery of the area offers a fantastic retreat, not only for the water sports enthusiast, but for everyone.",White Water Rafting,http://www.ukrafting.co.uk,+44 01678 521083,Rafting,15,52.9483467,-3.6555058
144,"6 New Street, Aberdovey, Gwynedd, LL35 0EH, Wales",Index-101322143417%252c,"Activity centre providing a wide range of activities including Kayaking, canoeing, mountain biking, rock climbing and more. All activities are led by fully qualified instructors.",Adrenalin Antics,http://www.adrenalinantics.com,+44 01654 767655,Rafting,15,52.5444192,-4.0442873
145,"Pensarn Harbour, Llanbedr, Gwynedd, LL45 2HS, Wales",Index-101322143417%252c,"Our centres at Pensarn Harbour & Bryn-y-Moel are set in fantastic locations: nestled in between the vast unspoilt beaches of the Cambrian coast and the wild beauty of the Rhinog mountain range, the centres are truly set in the heart of the Snowdonia National Park.",CMC Pensarn Harbour,,+44 01341 241646,Rafting,15,52.8313092,-4.107483
146,"Rhyd-y-coed, The Drapers' Field Centre, Betws-y-coed, Conwy, LL24 0HB, Wales",Index-101322143417%252c,"Follow in the footsteps of Darwin to discover the mountain environment of Cwm Idwal, evidence of the glaciated past, human impact today and conservation for the future. The Sand Dunes at Harlech SSSI provide a variety of rich habitats on the pro-grading dune system. Coastal environments include the shingle beach, sea defences and Rocky Shores. Students can discover the extensive forests surrounding the Centre. Opportunities for woodland ecology, soil profiles and orienteering The River Conwy provides opportunities to study downstream changes from upland stream to estuary, freshwater ecosystems and pollution. Betws-y-coed and surrounding settlements provide a range of opportunities for human geography including tourism in the National Park and settlements. Adventurous activities complement fieldwork, including climbing, gorge scrambling and walking in the mountains of Snowdonia.",FSC Rhyd-y-Creuau,http://www.field-studies-council.org/centres/rhydycreuau.aspx,+44 01690 710494,Rafting,15,53.097565,-3.7902623
147,"Dinorwic, Caernarfon, Caernarfon, Gwynedd, LL55 3ET, Wales",Index-101322143417%252c,An ex-employee once said 'We Do Everything!' Almost all our activities take place off-site in 'real' adventure venues. This requires a higher skill and qualification level from our instructors but greatly enhances the adventure.,Blue Peris Mountain Centre,http://www.blueperis.co.uk,+44 01286 870853,Rafting,15,53.125915,-4.1104102
148,"Llanuwchllyn, Y Bala, Bala, Gwynedd, LL23 7ST, Wales",Index-101322143417%252c,"Gwersyll yr Urdd Glan-llyn is a multi activity centre situated on the shores of Llyn Tegid, near Y Bala, a mile from the village of Llanuwchllyn in the shadow of the Aran and within Eryri, Snowdonia National Park. It is an ideal location for all types of holidays and activity courses.",Gwersyll yr Urdd Glan-Llyn,http://Urdd.org/glanllyn,+44 01678 541000,Rafting,15,52.8972141,-3.6088066
149,"3 - 4 Bath Place, Aberdyfi, Aberdovey, Gwynedd, LL35 0LN, Wales",Index-101322143417%252c,"Nothing beats the thrill of mountain-biking down some of the UK's most famous mountain bike trails. And virtually nothing beats canyoning down some of Wales best kept secret rivers. Very little beats a multi-activity day of climbing, walking, canoeing, surfing and raft-building. Top this off by camping on a Welsh cliff top watching the sun going down over the spectacular Cardigan Bay whilst enjoying a barbecue.Adventure Camps is one of the UK's leading specialist outdoor centres with some of the finest outdoor terrain on its doorstep in the magnificent Snowdonia National Park, Wales. Adventure Camps; Safety, Adventure, Enjoyment, Learning, Challenge… Adventure Camps provide a range of quality, value for money courses such as; Adventure Weekends: Get away from it all and reinvigorate yourself and your group of friends; a great way to celebrate events of all types.  Orgainising a stag/hen weekend or day? Call our office on (01654) 767024 or 07960584861 for competitive prices. We can help you with accommodation and a great programme. Adventure Family: Get out and discover the great outdoors, spend time with your family, learn new skills and challenge yourselves with adventurous activities. Adventure Weeks: Designed to promote teamwork and leadership skills. Develops a healthier lifestyle and improves fitness, ideal for youth groups, cadet groups, scouts, guides and explorers.Adventure Business: Corporate adventure packages for fun, team development and conferencing. Adventure Schools: Course’s designed for you to meet your aims and objectives. The use of the outdoors makes a major contribution to physical and environmental education and enhances many other curriculum areas. It contributes to personal growth and social awareness and develops skills for life and the working world.",Adventure Camps,http://www.adventurecamps.co.uk,+44 01654 767024,Rafting,15,52.5442508,-4.040504
150,"The Foreshaw, Bala, Gwynedd, LL23 7BS, Wales",Index-101322143518%252c,Bala Sailing Club is set at the North-East end of Bala Lake giving easy access to the largest & possibly the most picturesque sailing water in Wales. The mainly South-westerly winds provide excellent sailing conditions & the well equipped clubhouse & bespoke training room make Bala one of the most popular sailing venues in the UK. The club is family oriented & offers a wide range of facilities to members & visitors alike. Regular club racing & open events go hand in hand with a more leisurely cruising section for those who simply want to enjoy the lake & beautiful surroundings.The magnificent views from the clubhouse & sun terrace can be supplemented with drinks from a well stocked bar or hot & cold food & drinks from the professionally run galley.,Bala Sailing Club,http://www.balasc.org.uk/,+44 01678 520480,Sailing,16,52.8964138,-3.597449
151,"5 Hafan Marina Workshops, Glan Don, Pwllheli, Gwynedd, LL53 5YW, Wales",Index-101322143518%252c,"Network Yacht Brokers is a group of 10 individual businesses, primarily offering brokerage services for both power and sail boats. Mick and Lynn Killip took over Network Yacht Brokers Pwllheli in August 2009, to expand their marine business interests with support from their daughter Sarah.",Network Yacht Brokers (Pwllheli),http://offices.networkyachtbrokers.co.uk,+44 01758 701,Sailing,16,52.8854091,-4.4027681
152,"Brig Y Don, Hopeland Road, Aberdovey, Gwynedd, LL35 0NH, Wales",Index-101322143518%252c,"Brig Y Don is a spectacular home overlooking the whole of the Dovey Estuary, and looking out across Aberdovey village. We can offer you everything that will allow you to have a wonderful stay ...Our facilities include beautiful gardens, secure on site car-parking, en-suite sea view bedrooms, locally sourced & organic foods and most importantly, peace and quiet.For more information please contact us on +44 (0)1654 767 301, mobile +44(0)7817 800 625, or simply send us a message using the form opposite.Our NEW website is up & running! Visit http://www.aberdoveyaccommodation.co.uk for the latest deals and special rates available at Brig Y Don - One of Aberdovey's finest B&Bs.NEW SPECIAL OFFERSMid-week Breaks! From Sunday night to Thursday night!Usual price £70 per room/night:Stay 2 nights - £10 offStay 3 nights - £20 offStay 4 nights - £30 offStay 5 nights - £40 off",Aberdovey Sailing,,+44 01654 767301,Sailing,16,52.5458878,-4.0428914
153,"The Quay, Barmouth, Gwynedd, LL42 1HB, Wales",Index-101322143518%252c,"The Club is located in Barmouth which is on the edge of Snowdonia National Park giving access to Cardigan Bay one of the most picturesque sailing areas in Wales. The mainly southerly winds provide excellent sailing conditions. The well equipped clubhouse and training room make Merioneth Yacht Club one of the most popular sailing venues in the country. The Club House bar provides what is described as one of the most beautiful views in Wales , where the mountains come down to the sea, with the added pleasure of a cool beer or glass of wine to enjoy it by.There are monthly social events , a very strong racing program and an enthusiastic Celtic Longboat rowing section. Junior sailing is thriving with training sessions throughout the summer.The club runs RYA theory courses in the winter months and has a power boat section which runs practical power boat and personal watercraft courses in the summer months.In the club house there is a computer with broad band which members can use.",Merioneth Yacht Club,,+44 01341 280000,Sailing,16,52.7189714,-4.0522949
154,"8 Llys-y-mor, Plas Menai, Caernarfon, Gwynedd, LL55 1UE, Wales",Index-101322143518%252c,"The Welsh Yachting Association (WYA) is the National Governing Body for the sports of sailing, windsurfing and powerboating in Wales. The WYA is also the Royal Yachting Association (RYA) Council for Wales. The RYA is the British Governing Body and is a Member National Authority of the International Sailing Federation (ISAF). The WYA is funded by Sports Council for Wales (SCW) and the Royal Yachting Association as well as creating revenue from events, training and sponsorship opportunities.",Welsh Yachting Association,http://www.welshsailing.org,+44 01248 670738,Sailing,16,53.1707813,-4.2411103
155,"Joint Services Mountain Training Centre, Portdinorwic Marina, Y Felinheli, Gwynedd, LL56 4JN, Wales",Index-101322143518%252c,"Why you should choose Sea Training International Ltd ?    * We are an established company with a large and well reputed client list.    * We have a long and success record of projects completed on time and within a budget.    * We develop outstanding solutions. Check out our portfolio, client list and newsletter.    * We are your single point for all of your needs related to training and support, on and off the ocean.",Sea Training International Ltd,,+44 01248 673200,Sailing,16,53.1871459,-4.2054112
156,"Cefn Y Coed Uchaf, Llanfaglan, Caernarfon, Gwynedd, LL54 5RF, Wales",Index-101322143518%252c,"For the last 5 years Ocean Discovery has bare boat chartered  its Santana 39 foot Sailing yacht 'Mistral' to those with the relevant qualifications and aspirations to explore the Irish Sea on their own from our base in North Wales. In tandem with this, we have skippered trips of our own bringing a 'Teaching on the Move' ethos to sailing, sharing our knowledge and experience as the voyage unfolds.In past years we have been involved in training and leading sea kayak expeditions around the coasts of Alaska, Norway, Scotland and Wales, but as of 2009 this will no longer be a structured activity and those wishing to do something along these lines should contact us direct with requests for bespoke courses.In Sept 2001 the director returned successfully from participating as a skipper sailing in Sir Robin Knox Johnston's ""Times Clipper 2000"" Round the World Race. This event covers 35,000 nm, lasts 11 months and focuses on teamwork, turning amateur crews into skilled ocean racers.",Ocean Discovery,http://www.oceandiscovery.net,+44 01286 672773,Sailing,16,53.1213591,-4.2971839
157,"Hafan, Pwllheli, Gwynedd, LL53 5YT, Wales",Index-101322143518%252c,Clwb Hwylio Pwllheli Sailing Club is located in the marina complex at Hafan Pwllheli. The building is within the marina complex about 150 yards from the pontoons.,Pwllheli Sailing Club,http://www.pwllhelisailingclub.co.uk,,Sailing,16,52.9060478,-4.3341305
158,"Pensarn Harbour, Llanbedr, Gwynedd, LL45 2HS, Wales",Index-101322143518%252c,"Our centres at Pensarn Harbour & Bryn-y-Moel are set in fantastic locations: nestled in between the vast unspoilt beaches of the Cambrian coast and the wild beauty of the Rhinog mountain range, the centres are truly set in the heart of the Snowdonia National Park.",CMC Pensarn Harbour,,+44 01341 241646,Sailing,16,52.8313092,-4.107483
159,"Bala Lake Foreshore, Bala, Gwynedd, LL23 7SR, Wales",Index-101322143518%252c,"We have some of the most qualified and experienced coaches in Britain, with all the latest equipment to make your time with us both enjoyable and unforgettable. Great people, great location, great kit.Come to us to develop your skills and qualifications, or use our facilities for the sheer fun of it. Try a half day taster course in any activity, or take a fully accredited training course. You can even mix and match activities. We specialise in small groups for the best coaching experience, whether you’re an absolute beginner or an expert seeking to extend yourself to the limit.Windsurfing - Windsurfing on Bala Lake is continually growing in popularity - our windsurfing courses allow you to use the newest equipment in a safe environment. The centre is a HYFLY demonstration centre so you will be able to use the equipment made available by HYFLY. Our instructors will give you the right level of tuition to get you on the board and to experience this great sport confidently. For those who have had a go before, we will be able to help you improve your existing skills and develop new ones. Our staff are always keen to give advice both on and off the water and are usually available for one-to-one coaching if required. Our equipment is available for hire to the more experienced sailor.Kayaking/Canoeing - Beginner or expert can enjoy the ideal location of Bala Watersports for an introduction to the sport on Bala Lake or experience the challenging rapids of the local world-class white-water course. Our resident coaches cover the entire spectrum of the British Canoe Association syllabus.Sailing - Sailing courses are run accourding to the royal yachting association guidlines. Bookings can be made over the phone or via our online booking facility.Branwen trips, why not explore the lake and use the steam train to get back to Bala or sail back.Rock Climbing/Abseiling - North Wales offers some of the best climbing in the country and you will be able to experience some of the spectacular locations. Under the close supervision of our instructors you can enjoy some great challenges and the personal achievement of getting to the top.",Bala Adventure & Watersports,http://www.balawatersports.com,+44 01678 521059,Sailing,16,52.9087114,-3.6021991
160,"Ynys Fechan Hall, Arthog, Dolgellau, Fairbourne, Gwynedd, LL39 1YT, Wales",Index-101322143518%252c,Activity Centre,Crisis Care - Ynys Fechan Hall,,+44 01341 250369,Sailing,16,52.7142217,-4.0041028
161,"Main Office, Beach Hut Area, Bennar Headland, Abersoch, Gwynedd, LL53 7DP, Wales",Index-101322143518%252c,"Watersports centre specialising in sailing, kayaking and rafting. Lessons available. Children and groups catered for. Boat hire also available including catamarans, speedboats, fun boats and canoes. March to November.",Abersoch Sailing School,http://www.abersochsailingschool.com,+44 01758 712963,Sailing,16,52.8240737,-4.5000071
162,"Gwynedd, Caernarfon, Gwynedd, LL55 1UE, Wales",Index-101322143518%252c,"Plas Menai is the National Watersports Centre based on the banks of the Menai Strait overlooking the Isle of Angelsey. Owned and operated by Sport Wales, the centre and facilities is set in four acres of landscaped grounds with a large waterfront and dedicated slipway. The Centre is a recognised RYA and BCU training centre and offers technical courses in sailing, windsurfing, powerboating, cruising, kayaking and instructor training. During the summer holidays, Plas Menai runs a variety of youth actvity holidays for children aged between 8-17yrs. The centre also runs adventure activities for families, schools, groups and teambuilding events for corporate customers.The Centre can accommodate up to 100 people in comfortable twin-bedded ensuite rooms in the main complex and in our onsite dormitory style houses and is open throughout the year, (closed during the Christmas period).",Plas Menai,http://www.plasmenai.co.uk,+44 01248 670964,Sailing,16,53.1414922,-4.273183
163,"3 - 4 Bath Place, Aberdyfi, Aberdovey, Gwynedd, LL35 0LN, Wales",Index-101322143518%252c,"Nothing beats the thrill of mountain-biking down some of the UK's most famous mountain bike trails. And virtually nothing beats canyoning down some of Wales best kept secret rivers. Very little beats a multi-activity day of climbing, walking, canoeing, surfing and raft-building. Top this off by camping on a Welsh cliff top watching the sun going down over the spectacular Cardigan Bay whilst enjoying a barbecue.Adventure Camps is one of the UK's leading specialist outdoor centres with some of the finest outdoor terrain on its doorstep in the magnificent Snowdonia National Park, Wales. Adventure Camps; Safety, Adventure, Enjoyment, Learning, Challenge… Adventure Camps provide a range of quality, value for money courses such as; Adventure Weekends: Get away from it all and reinvigorate yourself and your group of friends; a great way to celebrate events of all types.  Orgainising a stag/hen weekend or day? Call our office on (01654) 767024 or 07960584861 for competitive prices. We can help you with accommodation and a great programme. Adventure Family: Get out and discover the great outdoors, spend time with your family, learn new skills and challenge yourselves with adventurous activities. Adventure Weeks: Designed to promote teamwork and leadership skills. Develops a healthier lifestyle and improves fitness, ideal for youth groups, cadet groups, scouts, guides and explorers.Adventure Business: Corporate adventure packages for fun, team development and conferencing. Adventure Schools: Course’s designed for you to meet your aims and objectives. The use of the outdoors makes a major contribution to physical and environmental education and enhances many other curriculum areas. It contributes to personal growth and social awareness and develops skills for life and the working world.",Adventure Camps,http://www.adventurecamps.co.uk,+44 01654 767024,Sailing,16,52.5442508,-4.040504
164,"Llanuwchllyn, Y Bala, Bala, Gwynedd, LL23 7ST, Wales",Index-101322143518%252c,"Gwersyll yr Urdd Glan-llyn is a multi activity centre situated on the shores of Llyn Tegid, near Y Bala, a mile from the village of Llanuwchllyn in the shadow of the Aran and within Eryri, Snowdonia National Park. It is an ideal location for all types of holidays and activity courses.",Gwersyll yr Urdd Glan-Llyn,http://Urdd.org/glanllyn,+44 01678 541000,Sailing,16,52.8972141,-3.6088066
165,"Lon Pen Cei, Abersoch, Pwllheli, Gwynedd, LL53 7AP, Wales",Index-101322143418%252c,"West Coast Surf Shop is situated in Abersoch on the Llyn Peninsula in North Wales, UK. The shop stocks a large range of watersports kit - surfboards and bodyboards, wetsuits for all shapes and seasons and wetsuit accessories. We also have a large range of surfboards from O'Shea, FireWire, Rip Curl, Maurice Cole, DHD, JP, Circle One, Bic Surfboards, Hifly, Santa Cruz & Resin 8 Surfboards",West Coast Surf School,,+44 01758 713067,Surfing,17,52.8260685,-4.5021199
